combo_idx,neurons,ranks,n_prompts,abs_bias_before,signed_bias_before,gender_mass_before,abs_bias_after,signed_bias_after,gender_mass_after,abs_bias_delta,signed_bias_delta,abs_bias_reduction_pct
156,L0N8302;L0N6887;L1N6665;L4N8711;L0N7415,2;3;6;9;10,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.0817699827276409,0.05263328804030123,0.16985692104473418,0.00026392685277257244,0.000368495538766965,0.32172897052268246
157,L0N8302;L0N6887;L23N1433;L20N3498;L4N8711,2;3;7;8;9,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.0815576615501174,0.05563586049032488,0.16952539914059528,0.00047624803029606977,-0.0026340769112566872,0.58055020507005
158,L0N8302;L0N6887;L23N1433;L20N3498;L0N7415,2;3;7;8;10,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08156683836098466,0.05564921195787735,0.16955607823677776,0.0004670712194288079,-0.002647428378809158,0.5693635983190133
159,L0N8302;L0N6887;L23N1433;L4N8711;L0N7415,2;3;7;9;10,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08174417631704804,0.052601943448254904,0.16987329559847428,0.00028973326336542704,0.0003998401308132893,0.3531871939876484
160,L0N8302;L0N6887;L20N3498;L4N8711;L0N7415,2;3;8;9;10,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.0815365217769809,0.05564341360440728,0.1694238043262694,0.0004973878034325724,-0.002641630025339084,0.6063197596903627
161,L0N8302;L1N3242;L3N7263;L1N6665;L23N1433,2;4;5;6;7,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08228299657739198,0.053113493082962655,0.1707057854424796,-0.0002490869969785092,-0.00011170950389446238,-0.3036390661526896
162,L0N8302;L1N3242;L3N7263;L1N6665;L20N3498,2;4;5;6;8,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08207551748523491,0.05614100262086142,0.17025969262918256,-4.160790482143906e-05,-0.0031392190417932272,-0.05072037287294353
163,L0N8302;L1N3242;L3N7263;L1N6665;L4N8711,2;4;5;6;9,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08225766994515431,0.053125604454298155,0.17057386004507008,-0.00022376036474083816,-0.0001238208752299616,-0.2727656963874162
164,L0N8302;L1N3242;L3N7263;L1N6665;L0N7415,2;4;5;6;10,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08225756871179687,0.053130352250547005,0.1706026515452055,-0.0002236591313834052,-0.00012856867147881257,-0.2726422921050277
165,L0N8302;L1N3242;L3N7263;L23N1433;L20N3498,2;4;5;7;8,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08206546454910693,0.05610990116715827,0.17031582356261474,-3.155496869346186e-05,-0.003108117588090077,-0.03846576233518434
166,L0N8302;L1N3242;L3N7263;L23N1433;L4N8711,2;4;5;7;9,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08225320699058493,0.05309039559320818,0.17063267886230318,-0.00021929741017145954,-8.861201413998959e-05,-0.26732531863118625
167,L0N8302;L1N3242;L3N7263;L23N1433;L0N7415,2;4;5;7;10,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08224707837573808,0.053092456623377325,0.17065059993006942,-0.00021316879532461142,-9.06730443091322e-05,-0.25985448751001367
168,L0N8302;L1N3242;L3N7263;L20N3498;L4N8711,2;4;5;8;9,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08204111745658485,0.056112013637147864,0.17018647095064637,-7.207876171380634e-06,-0.0031102300580796716,-0.008786459414463401
169,L0N8302;L1N3242;L3N7263;L20N3498;L0N7415,2;4;5;8;10,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08203771767401748,0.05611614153859399,0.17020460129058365,-3.8080936040074675e-06,-0.0031143579595257972,-0.004642096937089895
170,L0N8302;L1N3242;L3N7263;L4N8711;L0N7415,2;4;5;9;10,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08222231331434451,0.05310471760656211,0.1705200926243332,-0.0001884037339310446,-0.00010293402749391584,-0.22966567715069394
171,L0N8302;L1N3242;L1N6665;L23N1433;L20N3498,2;4;6;7;8,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08187461030554416,0.0559954777016443,0.16994965927938666,0.0001592992748693095,-0.002993694122576107,0.19418710589814925
172,L0N8302;L1N3242;L1N6665;L23N1433;L4N8711,2;4;6;7;9,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.0820468619744459,0.052950428959852504,0.17025691632731493,-1.2952394032428316e-05,5.1354619215689123e-05,-0.01578907319994517
173,L0N8302;L1N3242;L1N6665;L23N1433;L0N7415,2;4;6;7;10,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08205250332995469,0.052960125500109166,0.17029373604250175,-1.8593749541218063e-05,4.165807895902679e-05,-0.022665931242727866
174,L0N8302;L1N3242;L1N6665;L20N3498;L4N8711,2;4;6;8;9,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08184792808468312,0.05599220824104918,0.16981371362467904,0.0001859814957303474,-0.0029904246619809893,0.2267129491713907
175,L0N8302;L1N3242;L1N6665;L20N3498;L0N7415,2;4;6;8;10,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08185622361914231,0.05600486036120099,0.16985054345024367,0.00017768596127115677,-0.0030030767821327964,0.21660062549741177
176,L0N8302;L1N3242;L1N6665;L4N8711;L0N7415,2;4;6;9;10,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08202484289521164,0.05296716066314203,0.17015640221179287,9.066685201827851e-06,3.462291592616629e-05,0.01105236267319463
177,L0N8302;L1N3242;L23N1433;L20N3498;L4N8711,2;4;7;8;9,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08183630746874365,0.05596293709534872,0.16987071432094164,0.00019760211166981734,-0.0029611535162805264,0.2408785740927275
178,L0N8302;L1N3242;L23N1433;L20N3498;L0N7415,2;4;7;8;10,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08183825090638919,0.05597233625070419,0.16989692776865284,0.00019565867402428216,-0.002970552671635998,0.23850950786697347
179,L0N8302;L1N3242;L23N1433;L4N8711;L0N7415,2;4;7;9;10,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08201270458080998,0.0529313199640028,0.17020556072386536,2.120499960349409e-05,7.046361506539423e-05,0.025849066211708415
180,L0N8302;L1N3242;L20N3498;L4N8711;L0N7415,2;4;8;9;10,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.0818121241259314,0.05596929371973278,0.16976243822250128,0.00022178545448206521,-0.0029675101406645837,0.2703582647912943
181,L0N8302;L3N7263;L1N6665;L23N1433;L20N3498,2;5;6;7;8,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.08222997440891328,0.056269812295950926,0.1705921424629011,-0.00019606482849980622,-0.003268028716882733,-0.23900461346123497
182,L0N8302;L3N7263;L1N6665;L23N1433;L4N8711,2;5;6;7;9,650,0.08203390958041347,0.05300178357906819,0.17019900609354627,0.0824123812414439,0.053234639325110696,0.17089616476970068,-0.00037847166103043006,-0.00023285574604250264,-0.4613600192484237
