feature_id,abs_bias,signed_bias,gender_mass,amplification,mean_signed,abs_bias_reduction_pct,signed_bias_change,gender_mass_change_pct,amp_reduction_pct,diff_activation,selectivity
3587,0.06316849091646638,0.05663484237249243,0.10299738218455438,0.043296015274679966,0.05663484237249243,0.0,0.0,0.0,0.0,-0.02542555332183838,0.0
22020,0.06322160992953649,0.056682114647284794,0.1031268474996164,0.043327927631580325,0.05668211464728479,-0.08409099584213442,4.7272274792363456e-05,0.12569767533511952,-0.07370737629756247,-0.023914456367492676,-0.07470122545744849
7173,0.04191123809201578,0.036256588994972035,0.0693916078171791,0.03190514406359588,0.036256588994972035,33.651671135473315,-0.020378253377520396,-32.62779466293547,26.30928305715377,0.068412184715271,1.0007100219558602
2062,0.06290614735894273,0.05627029630281591,0.10268328269508452,0.043155964401131064,0.0562702963028159,0.41530762207153554,-0.0003645460696765218,-0.3049587113845777,0.32347289389193745,0.06996413320302963,0.3182534577135309
7189,0.06447259771230868,0.05858318066928099,0.10394388130025468,0.043025067906540676,0.05858318066928099,-2.0644893948263494,0.0019483382967885599,0.9189545361495975,0.6258020892230786,-0.02941414713859558,-1.075840701765019
20510,0.06333467857387248,0.057095510203635055,0.10295735597649354,0.04310156594241115,0.057095510203635055,-0.263086318819719,0.0004606678311426249,-0.03886138386422725,0.44911600071088364,0.06824637949466705,-0.25324487261344075
20518,0.06318337267080772,0.05666318291796309,0.10291208105351295,0.04325238990448222,0.056663182917963094,-0.02355882517600951,2.8340545470656453e-05,-0.08281873697390865,0.10076070493087301,-0.04937981441617012,-0.021756942664150795
32302,0.06317540506871971,0.056641742242228406,0.1030199491430961,0.04329961781907916,0.0566417422422284,-0.010945571364804214,6.899869735975395e-06,0.02191022535046918,-0.008320729693796068,-0.05301500856876373,-0.010710893279348854
1585,0.06322804566718006,0.0566939303943299,0.10314385288297544,0.0433312031514332,0.05669393039432989,-0.0942792044730496,5.908802183746814e-05,0.1422081758918896,-0.08127278348825287,-0.02331298589706421,-0.08254117459755704
31283,0.06168304210216796,0.05525418586684203,0.10038040815574582,0.04242772472546948,0.05525418586684204,2.3515660937076506,-0.0013806565056503975,-2.5408160608581034,2.005474507762081,-0.047046586871147156,0.6641311079959792
10303,0.06320045825819243,0.05666903521593703,0.10303663457711046,0.0433214895437816,0.05666903521593704,-0.05060646734194982,3.419284344460122e-05,0.038110087580420886,-0.05883744483186198,-0.053662896156311035,-0.048748651946828724
16963,0.06328133542170314,0.05667457945369712,0.10335704868603691,0.043511326831813975,0.05667457945369712,-0.1786404956008541,3.973708120468683e-05,0.34919965328639846,-0.4973010928789217,0.04435541853308678,-0.13240478913978315
15950,0.06140051861018641,0.055262843885152575,0.09948390104106913,0.04184046797068918,0.05526284388515257,2.798819918965499,-0.0013719984873398552,-3.4112334400787674,3.361850495378052,0.04903259873390198,0.634475585340032
1620,0.06356196039603702,0.05662498228673158,0.10395702093154896,0.04406634218631883,0.05662498228673157,-0.6228888388214975,-9.860085760850235e-06,0.931711783970452,-1.7792097188430174,0.06720617413520813,-0.32245433505675886
23141,0.055809190736980485,0.048870536118418004,0.09224241462378352,0.03983026230636955,0.04887053611841801,11.650270685139194,-0.007764306254074427,-10.441981468519005,8.004785073921635,-0.019713416695594788,1.0182039463351054
20076,0.05795317831260555,0.05198515882234851,0.09347771738733918,0.03984002271609705,0.05198515882234852,8.2561931244448,-0.004649683550143918,-9.242627914714893,7.982241637382321,0.05034768581390381,0.8060619982674255
23666,0.06652177340480989,0.05920704903471446,0.10768264611541227,0.04620624429144296,0.05920704903471445,-5.308473322210378,0.0025722066622220277,4.5489155466715285,-6.721701750842025,0.21733593940734863,-0.9566686098501935
31858,0.06316849091646638,0.05663484237249243,0.10299738218455438,0.043296015274679966,0.05663484237249243,0.0,0.0,0.0,0.0,0.03546999767422676,0.0
25214,0.0638876454142251,0.0573250756554166,0.10421754751177381,0.0436977254260072,0.0573250756554166,-1.1384702837206102,0.0006902332829241686,1.1846566401397383,-0.9278224538186542,0.04565951228141785,-0.5211209225298625
16511,0.06268602213823257,0.05625942057756376,0.10195309900443206,0.0429175341990186,0.056259420577563765,0.763780757200333,-0.0003754217949286723,-1.0138929339496638,0.8741706904438994,0.1127173975110054,0.3792558900846828
25733,0.06301885901928778,0.056485210475313824,0.102954910287581,0.04320028294400554,0.05648521047531382,0.23687742893285002,-0.00014963189717860648,-0.04123589946906034,0.2211111809414293,0.04745319485664368,0.22749640984683386
32395,0.06316849091646638,0.05663484237249243,0.10299738218455438,0.043296015274679966,0.05663484237249243,0.0,0.0,0.0,0.0,0.03446867689490318,0.0
15504,0.06102805710388218,0.054494395130418594,0.10179942307148615,0.04203247874528285,0.054494395130418594,3.388451713077493,-0.002140447242073837,-1.1630966609633708,2.9183667859061626,0.04805663973093033,1.5664818749100147
18576,0.0628385525383839,0.05633613336005972,0.10247770450823503,0.04303578712533013,0.05633613336005973,0.5223148017241575,-0.0002987090124327088,-0.5045542569112881,0.6010441092532224,-0.05650441348552704,0.34715584321726084
26269,0.0627310108579374,0.056197754080601355,0.10234355527615677,0.043149792138237386,0.05619775408060136,0.6925605664816312,-0.00043708829189107595,-0.6347995400757535,0.3377288545260039,-0.02493654191493988,0.42363638446432356
27818,0.06316848625991661,0.05663483771594265,0.10299745037345637,0.043296011919015435,0.05663483771594265,7.371633710442794e-06,-4.656549777715124e-09,6.620450009210098e-05,7.75051586082312e-06,0.0869661495089531,7.371145707426127e-06
25770,0.06298430786234739,0.05645397491152217,0.10272795440107921,0.043152371963415675,0.05645397491152217,0.29157425078043103,-0.00018086746097026318,-0.2615870207190373,0.3317702803664136,-0.0770062804222107,0.23111703433208222
32430,0.06316841929266723,0.056634913996291586,0.10299711407421107,0.043295942318463704,0.05663491399629159,0.000113385325684287,7.162379915548467e-08,-0.00026030792009365934,0.00016850561373797605,-0.027183178812265396,0.00011335581826700342
18606,0.06316849091646638,0.05663484237249243,0.10299738218455438,0.043296015274679966,0.05663484237249243,0.0,0.0,0.0,0.0,-0.020972954109311104,0.0
23235,0.0635957140556814,0.05692199324804115,0.1039015902015938,0.0437387929282223,0.05692199324804115,-0.6763231684289815,0.00028715087554871677,0.8778941734841599,-1.022675298715719,-0.047028250992298126,-0.3601497773296576
710,0.06318513347600621,0.05664634027716638,0.1030422095277273,0.04331283273270219,0.05664634027716638,-0.026346299077868462,1.1497904673946069e-05,0.04352279856258355,-0.03884296953318397,0.07488970458507538,-0.02524745900536105
19655,0.06310620919604154,0.0566206065127438,0.10284869569583968,0.04321626733979388,0.05662060651274381,0.0985961822440924,-1.4235859748627788e-05,-0.14435948328111964,0.1841923197322984,0.0402863435447216,0.08615840012213329
19665,0.06350593434159073,0.056826838372940856,0.10377939535918507,0.043652403975113406,0.056826838372940856,-0.5341957995649734,0.00019199600044842585,0.7592553888694412,-0.8231443428972088,0.08905008435249329,-0.3036488067308217
31446,0.06294632851419373,0.056415969901409756,0.10266238972528675,0.04314624112059454,0.056415969901409756,0.35169813153593266,-0.00021887247108267477,-0.32524366363737156,0.3459305738304584,0.03868088126182556,0.26538374880482984
17114,0.0633470751902692,0.05674332476246704,0.1032918059121586,0.04344903413468477,0.05674332476246704,-0.28271100229223756,0.00010848238997460818,0.28585554444156264,-0.35342481065292997,0.04706372693181038,-0.21986217932047475
7899,0.06317466752064199,0.05655212645397803,0.10342096579329783,0.043437576780941185,0.05655212645397802,-0.009777982798064385,-8.271591851440052e-05,0.4112566744506743,-0.32696197412884254,0.04944154620170593,-0.006928564431321767
16606,0.06316849091646638,0.05663484237249243,0.10299738218455438,0.043296015274679966,0.05663484237249243,0.0,0.0,0.0,0.0,0.040344059467315674,0.0
3810,0.06316851410117216,0.05663486555719821,0.10299745975814638,0.04329601867736316,0.05663486555719821,-3.670295972541244e-05,2.318470578022147e-08,7.531608119461888e-05,-7.859113983538688e-06,-0.04061783850193024,-3.670019561049998e-05
26341,0.06194978805600435,0.055820843816140456,0.10040878305079609,0.04209793310913488,0.05582084381614044,1.929289180065478,-0.0008139985563519747,-2.513266918881442,2.767188060943199,0.03814345598220825,0.5491439234795537
31975,0.06316835913043399,0.05663497415852483,0.10299735021308258,0.04329580849492614,0.05663497415852483,0.0002086262161409906,1.3178603239932807e-07,-3.104105281632355e-05,0.0004775953457027022,-0.04353617876768112,0.00020861974036461142
31474,0.061386456241065944,0.05482480940679444,0.10044889063497883,0.04244839927648848,0.05482480940679445,2.8210816018337215,-0.00181003296569799,-2.4743265270655845,1.9577228823807715,-0.045712828636169434,0.8119794094933289
8951,0.06318393473415476,0.05664925018446816,0.10303357396391952,0.04330961193538623,0.05664925018446817,-0.024448609527180285,1.4407811975730711e-05,0.0351385429391624,-0.031403953966675155,-0.046869754791259766,-0.02361868340614691
23289,0.0633461851532379,0.056768165640812995,0.10330537815785384,0.043459539513383445,0.056768165640812995,-0.28130201338273686,0.00013332326832056485,0.2990328169191544,-0.3776888881483506,0.059306807816028595,-0.2165472724929964
25860,0.06316923119069763,0.05663558264672368,0.102999286778687,0.04329551765187652,0.05663558264672368,-0.001171904252433114,7.402742312478949e-07,0.0018491675149591696,0.0011493501198499387,-0.035139165818691254,-0.0011697412049959262
27397,0.06317369552638433,0.05663342462658171,0.10302234602846419,0.04330433490158725,0.05663342462658172,-0.008239250047665047,-1.417745910718693e-06,0.024237357669027827,-0.019215687297089754,-0.02025926485657692,-0.008044278004481339
14088,0.06291341457043036,0.05745019185629094,0.10080847734430431,0.04161761902057268,0.05745019185629093,0.40380313402347623,0.0008153494837985081,-2.1252043438617805,3.876560564428745,-0.16238076984882355,0.12920855393554878
2320,0.06269979845720734,0.05618690770855217,0.10217458660026062,0.042999665041867974,0.05618690770855217,0.7419719110890843,-0.00044793466394026094,-0.7988509677065898,0.6844746125754947,-0.020378876477479935,0.4124699179693841
11538,0.06315611848774318,0.05662223858577939,0.1029796657286817,0.04328973948917541,0.05662223858577938,0.019586392746927486,-1.2603786713041853e-05,-0.017200879766966114,0.014495064880087056,0.051063407212495804,0.019255186597375535
11539,0.06365517798124237,0.05711975684790169,0.10360796545377234,0.043593558599544786,0.05711975684790167,-0.7704585905330263,0.0004849144754092566,0.592814357285204,-0.6872302750660447,0.03689475357532501,-0.4837089689762701
23834,0.06109129062440552,0.054678627313117616,0.09949787159468933,0.04209267286585223,0.05467862731311761,3.2883487668048614,-0.001956215059374815,-3.3976694510492593,2.7793375468699724,0.0418105274438858,0.7477480523280985
24348,0.06329695078392085,0.05676318952997925,0.1031399478838079,0.043368713842279014,0.05676318952997924,-0.20336067173797348,0.00012834715748681613,0.13841681820423277,-0.167910527418818,0.04740326106548309,-0.17863463406905716
