feature_id,abs_bias,signed_bias,gender_mass,amplification,mean_signed,abs_bias_reduction_pct,signed_bias_change,gender_mass_change_pct,amp_reduction_pct,diff_activation,selectivity
5122,0.12300994388079316,0.0738465604259698,0.1962395528751319,0.10968004730463239,0.07384656042596979,-0.0010737064731054348,1.3207515490165633e-06,0.010150602096967384,-0.0011381335399601184,0.5266474485397339,-0.0010629172233096056
3075,0.12300859487535812,0.07384521673764914,0.19621938341008124,0.10967879165616315,0.07384521673764913,2.296902875887781e-05,-2.2936771648662813e-08,-0.00012842273633357975,6.708016053267518e-06,-0.29775869846343994,2.2966079392119418e-05
19463,0.12302946722967562,0.07386608377485228,0.19623866033871767,0.10969149002330114,0.07386608377485228,-0.01694523513979499,2.0844100431488544e-05,0.00969573609316595,-0.011571069323062816,-0.49878638982772827,-0.01678251629085956
13344,0.12306900293061494,0.07395175042345842,0.19624111703500036,0.10966769629565398,0.0739517504234584,-0.04908582815967446,0.0001065107490376277,0.010947749571666863,0.010122938872855177,-0.3807232975959778,-0.048554268190885104
17442,0.12146788415342462,0.07428931637707138,0.19201100165848856,0.10726152808213493,0.07428931637707138,1.2525455017902936,0.00044407670265059207,-2.1448586088864707,2.2039545956402833,-0.7638797760009766,0.39828356615173677
17956,0.12301672834957549,0.07385334489475213,0.19622790626912662,0.10968065232883353,0.07385334489475212,-0.006589148081780141,8.105220331344754e-06,0.004215107424635593,-0.0016897663136447804,0.6409924030303955,-0.006561490693640699
11818,0.12300862869164232,0.07384524523681897,0.19621972453676542,0.10967880421317312,0.07384524523681897,-4.52195792412277e-06,5.56239818094717e-09,4.5426676586455476e-05,-4.740878433580862e-06,-0.26973313093185425,-4.521752515933625e-06
7219,0.12315177247149199,0.07392641467959153,0.19656787678156776,0.10977999376028108,0.07392641467959152,-0.11637342050194678,8.117500517074161e-05,0.1774752970824523,-0.09226463797628832,0.29788315296173096,-0.09883300379234859
9276,0.12188488643293544,0.07240773156480032,0.1950126030442641,0.10945149119601973,0.07240773156480032,0.9135430246447067,-0.0014375081096204695,-0.6151435120023702,0.20724863825963752,0.40980926156044006,0.5656110542846711
8252,0.122981303826749,0.07387327263297945,0.1962228481617069,0.1096180630113223,0.07387327263297945,0.022209258017979565,2.803295855866028e-05,0.0016373290033349307,0.05537624651127761,-0.20626182854175568,0.02217295359796402
8270,0.1231221385627939,0.07396507787039014,0.19639581569856432,0.10975442836431647,0.07396507787039014,-0.09228250074020453,0.00011983819596934897,0.0897872924380306,-0.06895530545753785,0.521463930606842,-0.08467936943341818
